dt, d, dm, hr, s, lat, lon
2020-07-26T06:19:14.750Z, Sun Jul 26 06:19:14 SGT 2020, 65.87671065330505, 115.0802993774414, , , 
2020-07-26T06:19:15.091Z, Sun Jul 26 06:19:15 SGT 2020, 65.87671065330505, , , 1.25453785, 103.81289635
2020-07-26T06:19:15.724Z, Sun Jul 26 06:19:15 SGT 2020, 65.87671065330505, 115.17765045166016, , , 
2020-07-26T06:19:17.019Z, Sun Jul 26 06:19:17 SGT 2020, 65.87671065330505, , , 1.25452151, 103.81288041
2020-07-26T06:19:17.631Z, Sun Jul 26 06:19:17 SGT 2020, 65.87671065330505, 115.22251892089844, , , 
2020-07-26T06:19:18.589Z, Sun Jul 26 06:19:18 SGT 2020, 65.87671065330505, 115.15538787841797, , , 
2020-07-26T06:19:19.093Z, Sun Jul 26 06:19:19 SGT 2020, 65.87671065330505, , , 1.25450683, 103.81285529
2020-07-26T06:19:19.548Z, Sun Jul 26 06:19:19 SGT 2020, 65.87671065330505, 114.9790267944336, , , 
2020-07-26T06:19:20.506Z, Sun Jul 26 06:19:20 SGT 2020, 65.87671065330505, 114.9790267944336, , , 
2020-07-26T06:19:21.100Z, Sun Jul 26 06:19:21 SGT 2020, 65.87671065330505, , , 1.25449104, 103.81282606
2020-07-26T06:19:21.466Z, Sun Jul 26 06:19:21 SGT 2020, 65.87671065330505, 114.0895004272461, , , 
2020-07-26T06:19:22.423Z, Sun Jul 26 06:19:22 SGT 2020, 65.87671065330505, 114.0252914428711, , , 
2020-07-26T06:19:23.098Z, Sun Jul 26 06:19:23 SGT 2020, 65.87671065330505, , , 1.25446097, 103.8128096
2020-07-26T06:19:23.381Z, Sun Jul 26 06:19:23 SGT 2020, 65.87671065330505, 113.97270202636719, , , 
2020-07-26T06:19:24.341Z, Sun Jul 26 06:19:24 SGT 2020, 65.87671065330505, 113.5843505859375, , , 
2020-07-26T06:19:25.096Z, Sun Jul 26 06:19:25 SGT 2020, 65.87671065330505, , , 1.25444093, 103.81279444
2020-07-26T06:19:25.303Z, Sun Jul 26 06:19:25 SGT 2020, 65.87671065330505, 113.44781494140625, , , 
2020-07-26T06:19:26.255Z, Sun Jul 26 06:19:26 SGT 2020, 65.87671065330505, 113.44781494140625, , , 
2020-07-26T06:19:27.086Z, Sun Jul 26 06:19:27 SGT 2020, 65.87671065330505, , , 1.25441873, 103.8127749
2020-07-26T06:19:27.219Z, Sun Jul 26 06:19:27 SGT 2020, 65.87671065330505, 113.33259582519531, , , 
2020-07-26T06:19:28.179Z, Sun Jul 26 06:19:28 SGT 2020, 65.87671065330505, 113.21236419677734, , , 
2020-07-26T06:19:29.090Z, Sun Jul 26 06:19:29 SGT 2020, 65.87671065330505, , , 1.25439489, 103.81275836
2020-07-26T06:19:29.140Z, Sun Jul 26 06:19:29 SGT 2020, 138.12743544578552, 112.81517028808594, 8.969055491480335, , 
2020-07-26T06:19:31.021Z, Sun Jul 26 06:19:31 SGT 2020, 138.12743544578552, , , 1.25436863, 103.81274486
2020-07-26T06:19:31.049Z, Sun Jul 26 06:19:31 SGT 2020, 138.12743544578552, 112.807373046875, , , 
2020-07-26T06:19:32.006Z, Sun Jul 26 06:19:32 SGT 2020, 138.12743544578552, 112.807373046875, , , 
2020-07-26T06:19:32.969Z, Sun Jul 26 06:19:32 SGT 2020, 138.12743544578552, 112.73091125488281, , , 
2020-07-26T06:19:33.096Z, Sun Jul 26 06:19:33 SGT 2020, 138.12743544578552, , , 1.25434893, 103.81271953
2020-07-26T06:19:33.926Z, Sun Jul 26 06:19:33 SGT 2020, 138.12743544578552, 112.63009643554688, , , 
2020-07-26T06:19:34.886Z, Sun Jul 26 06:19:34 SGT 2020, 138.12743544578552, 113.28956604003906, , , 
2020-07-26T06:19:35.100Z, Sun Jul 26 06:19:35 SGT 2020, 138.12743544578552, , , 1.25431784, 103.81270254
2020-07-26T06:19:35.848Z, Sun Jul 26 06:19:35 SGT 2020, 138.12743544578552, 113.28700256347656, , , 
2020-07-26T06:19:36.807Z, Sun Jul 26 06:19:36 SGT 2020, 138.12743544578552, 113.28631591796875, , , 
2020-07-26T06:19:37.089Z, Sun Jul 26 06:19:37 SGT 2020, 138.12743544578552, , , 1.25428107, 103.81268207
2020-07-26T06:19:37.765Z, Sun Jul 26 06:19:37 SGT 2020, 138.12743544578552, 113.28631591796875, , , 
2020-07-26T06:19:38.721Z, Sun Jul 26 06:19:38 SGT 2020, 138.12743544578552, 113.29243469238281, , , 
2020-07-26T06:19:39.077Z, Sun Jul 26 06:19:39 SGT 2020, 138.12743544578552, , , 1.25422867, 103.81265979
2020-07-26T06:19:39.679Z, Sun Jul 26 06:19:39 SGT 2020, 138.12743544578552, 115.1303939819336, , , 
2020-07-26T06:19:40.644Z, Sun Jul 26 06:19:40 SGT 2020, 138.12743544578552, 116.12602996826172, , , 
2020-07-26T06:19:41.100Z, Sun Jul 26 06:19:41 SGT 2020, 138.12743544578552, , , 1.25417639, 103.81263862
2020-07-26T06:19:41.600Z, Sun Jul 26 06:19:41 SGT 2020, 138.12743544578552, 116.5003662109375, , , 
2020-07-26T06:19:42.554Z, Sun Jul 26 06:19:42 SGT 2020, 138.12743544578552, 117.52545166015625, , , 
2020-07-26T06:19:43.107Z, Sun Jul 26 06:19:43 SGT 2020, 138.12743544578552, , , 1.25412916, 103.81261749
2020-07-26T06:19:43.509Z, Sun Jul 26 06:19:43 SGT 2020, 138.12743544578552, 117.52545166015625, , , 
2020-07-26T06:19:44.469Z, Sun Jul 26 06:19:44 SGT 2020, 138.12743544578552, 116.75468444824219, , , 
2020-07-26T06:19:45.101Z, Sun Jul 26 06:19:45 SGT 2020, 138.12743544578552, , , 1.25409931, 103.81260134
2020-07-26T06:19:45.427Z, Sun Jul 26 06:19:45 SGT 2020, 138.12743544578552, 117.40032958984375, , , 
2020-07-26T06:19:46.387Z, Sun Jul 26 06:19:46 SGT 2020, 138.12743544578552, 117.36408233642578, , , 
2020-07-26T06:19:47.014Z, Sun Jul 26 06:19:47 SGT 2020, 138.12743544578552, , , 1.25406186, 103.81257946
2020-07-26T06:19:47.348Z, Sun Jul 26 06:19:47 SGT 2020, 138.12743544578552, 117.3963851928711, , , 
2020-07-26T06:19:48.305Z, Sun Jul 26 06:19:48 SGT 2020, 138.12743544578552, 118.15713500976562, , , 
2020-07-26T06:19:49.102Z, Sun Jul 26 06:19:49 SGT 2020, 138.12743544578552, , , 1.25402402, 103.8125555
2020-07-26T06:19:49.260Z, Sun Jul 26 06:19:49 SGT 2020, 138.12743544578552, 118.15713500976562, , , 
2020-07-26T06:19:50.225Z, Sun Jul 26 06:19:50 SGT 2020, 138.12743544578552, 118.07510375976562, , , 
2020-07-26T06:19:51.088Z, Sun Jul 26 06:19:51 SGT 2020, 138.12743544578552, , , 1.25398246, 103.81253156
2020-07-26T06:19:51.184Z, Sun Jul 26 06:19:51 SGT 2020, 138.12743544578552, 118.33615112304688, , , 
2020-07-26T06:19:52.139Z, Sun Jul 26 06:19:52 SGT 2020, 138.12743544578552, 120.30108642578125, , , 
2020-07-26T06:19:53.089Z, Sun Jul 26 06:19:53 SGT 2020, 138.12743544578552, , , 1.25394309, 103.81251871
2020-07-26T06:19:53.098Z, Sun Jul 26 06:19:53 SGT 2020, 138.12743544578552, 121.65008544921875, , , 
2020-07-26T06:19:54.057Z, Sun Jul 26 06:19:54 SGT 2020, 138.12743544578552, 122.5551528930664, , , 
2020-07-26T06:19:55.015Z, Sun Jul 26 06:19:55 SGT 2020, 138.12743544578552, 122.5551528930664, , , 
2020-07-26T06:19:55.100Z, Sun Jul 26 06:19:55 SGT 2020, 138.12743544578552, , , 1.25390175, 103.81249979
2020-07-26T06:19:55.973Z, Sun Jul 26 06:19:55 SGT 2020, 138.12743544578552, 122.64440155029297, , , 
2020-07-26T06:19:56.933Z, Sun Jul 26 06:19:56 SGT 2020, 138.12743544578552, 122.55274963378906, , , 
2020-07-26T06:19:57.081Z, Sun Jul 26 06:19:57 SGT 2020, 138.12743544578552, , , 1.25387297, 103.81249454
2020-07-26T06:19:57.888Z, Sun Jul 26 06:19:57 SGT 2020, 138.12743544578552, 121.61156463623047, , , 
2020-07-26T06:19:58.847Z, Sun Jul 26 06:19:58 SGT 2020, 138.12743544578552, 121.5239486694336, , , 
2020-07-26T06:19:59.095Z, Sun Jul 26 06:19:59 SGT 2020, 138.12743544578552, , , 1.25382144, 103.81246151
2020-07-26T06:19:59.807Z, Sun Jul 26 06:19:59 SGT 2020, 206.0309464931488, 121.39305877685547, 8.148421325683595, , 
2020-07-26T06:20:00.766Z, Sun Jul 26 06:20:00 SGT 2020, 206.0309464931488, 121.39305877685547, , , 
2020-07-26T06:20:01.039Z, Sun Jul 26 06:20:01 SGT 2020, 206.0309464931488, , , 1.25379383, 103.81244313
2020-07-26T06:20:01.728Z, Sun Jul 26 06:20:01 SGT 2020, 206.0309464931488, 121.31072998046875, , , 
2020-07-26T06:20:02.688Z, Sun Jul 26 06:20:02 SGT 2020, 206.0309464931488, 120.7166519165039, , , 
2020-07-26T06:20:03.097Z, Sun Jul 26 06:20:03 SGT 2020, 206.0309464931488, , , 1.25377119, 103.81242363
2020-07-26T06:20:03.645Z, Sun Jul 26 06:20:03 SGT 2020, 206.0309464931488, 120.55778503417969, , , 
2020-07-26T06:20:04.602Z, Sun Jul 26 06:20:04 SGT 2020, 206.0309464931488, 120.4709243774414, , , 
2020-07-26T06:20:05.103Z, Sun Jul 26 06:20:05 SGT 2020, 206.0309464931488, , , 1.25375242, 103.81239898
2020-07-26T06:20:05.559Z, Sun Jul 26 06:20:05 SGT 2020, 206.0309464931488, 120.45006561279297, , , 
2020-07-26T06:20:06.513Z, Sun Jul 26 06:20:06 SGT 2020, 206.0309464931488, 120.45006561279297, , , 
2020-07-26T06:20:07.091Z, Sun Jul 26 06:20:07 SGT 2020, 206.0309464931488, , , 1.25373174, 103.81237885
2020-07-26T06:20:07.474Z, Sun Jul 26 06:20:07 SGT 2020, 206.0309464931488, 121.25146484375, , , 
2020-07-26T06:20:08.435Z, Sun Jul 26 06:20:08 SGT 2020, 206.0309464931488, 123.39765930175781, , , 
2020-07-26T06:20:09.099Z, Sun Jul 26 06:20:09 SGT 2020, 206.0309464931488, , , 1.25370555, 103.81235865
2020-07-26T06:20:09.389Z, Sun Jul 26 06:20:09 SGT 2020, 206.0309464931488, 127.33940124511719, , , 
2020-07-26T06:20:10.348Z, Sun Jul 26 06:20:10 SGT 2020, 206.0309464931488, 128.17303466796875, , , 
2020-07-26T06:20:11.107Z, Sun Jul 26 06:20:11 SGT 2020, 206.0309464931488, , , 1.25367834, 103.81233596
2020-07-26T06:20:11.309Z, Sun Jul 26 06:20:11 SGT 2020, 206.0309464931488, 128.49281311035156, , , 
2020-07-26T06:20:12.262Z, Sun Jul 26 06:20:12 SGT 2020, 206.0309464931488, 128.49281311035156, , , 
2020-07-26T06:20:13.090Z, Sun Jul 26 06:20:13 SGT 2020, 206.0309464931488, , , 1.25364656, 103.81232203
2020-07-26T06:20:13.221Z, Sun Jul 26 06:20:13 SGT 2020, 206.0309464931488, 129.6558380126953, , , 
2020-07-26T06:20:14.182Z, Sun Jul 26 06:20:14 SGT 2020, 206.0309464931488, 130.53512573242188, , , 
2020-07-26T06:20:15.078Z, Sun Jul 26 06:20:15 SGT 2020, 206.0309464931488, , , 1.25361187, 103.81231331
2020-07-26T06:20:15.143Z, Sun Jul 26 06:20:15 SGT 2020, 206.0309464931488, 131.09815979003906, , , 
2020-07-26T06:20:16.099Z, Sun Jul 26 06:20:16 SGT 2020, 206.0309464931488, 131.41244506835938, , , 
2020-07-26T06:20:17.021Z, Sun Jul 26 06:20:17 SGT 2020, 206.0309464931488, , , 1.25356068, 103.81230626
2020-07-26T06:20:17.057Z, Sun Jul 26 06:20:17 SGT 2020, 206.0309464931488, 132.69393920898438, , , 
2020-07-26T06:20:18.013Z, Sun Jul 26 06:20:18 SGT 2020, 206.0309464931488, 132.69393920898438, , , 
2020-07-26T06:20:18.972Z, Sun Jul 26 06:20:18 SGT 2020, 206.0309464931488, 134.14093017578125, , , 
2020-07-26T06:20:19.008Z, Sun Jul 26 06:20:19 SGT 2020, 206.0309464931488, , , 1.25348332, 103.81229012
2020-07-26T06:20:19.927Z, Sun Jul 26 06:20:19 SGT 2020, 206.0309464931488, 136.3248291015625, , , 
2020-07-26T06:20:20.888Z, Sun Jul 26 06:20:20 SGT 2020, 206.0309464931488, 136.87037658691406, , , 
2020-07-26T06:20:21.103Z, Sun Jul 26 06:20:21 SGT 2020, 206.0309464931488, , , 1.25344235, 103.81228599
2020-07-26T06:20:21.844Z, Sun Jul 26 06:20:21 SGT 2020, 206.0309464931488, 138.03475952148438, , , 
2020-07-26T06:20:22.803Z, Sun Jul 26 06:20:22 SGT 2020, 206.0309464931488, 138.77365112304688, , , 
2020-07-26T06:20:23.094Z, Sun Jul 26 06:20:23 SGT 2020, 206.0309464931488, , , 1.25340337, 103.81229402
2020-07-26T06:20:23.762Z, Sun Jul 26 06:20:23 SGT 2020, 206.0309464931488, 138.77365112304688, , , 
2020-07-26T06:20:24.718Z, Sun Jul 26 06:20:24 SGT 2020, 206.0309464931488, 138.62301635742188, , , 
2020-07-26T06:20:25.094Z, Sun Jul 26 06:20:25 SGT 2020, 206.0309464931488, , , 1.25336046, 103.81230396
2020-07-26T06:20:25.687Z, Sun Jul 26 06:20:25 SGT 2020, 206.0309464931488, 139.2508087158203, , , 
2020-07-26T06:20:26.637Z, Sun Jul 26 06:20:26 SGT 2020, 206.0309464931488, 139.82699584960938, , , 
2020-07-26T06:20:27.099Z, Sun Jul 26 06:20:27 SGT 2020, 206.0309464931488, , , 1.25331, 103.81230965
2020-07-26T06:20:27.596Z, Sun Jul 26 06:20:27 SGT 2020, 206.0309464931488, 139.80203247070312, , , 
2020-07-26T06:20:28.552Z, Sun Jul 26 06:20:28 SGT 2020, 206.0309464931488, 139.8410186767578, , , 
2020-07-26T06:20:29.093Z, Sun Jul 26 06:20:29 SGT 2020, 206.0309464931488, , , 1.25327017, 103.81232025
2020-07-26T06:20:29.508Z, Sun Jul 26 06:20:29 SGT 2020, 265.20842146873474, 139.8410186767578, 7.346169307314116, , 
2020-07-26T06:20:30.472Z, Sun Jul 26 06:20:30 SGT 2020, 265.20842146873474, 139.6890411376953, , , 
2020-07-26T06:20:31.003Z, Sun Jul 26 06:20:31 SGT 2020, 265.20842146873474, , , 1.2532316, 103.8123376
2020-07-26T06:20:31.428Z, Sun Jul 26 06:20:31 SGT 2020, 265.20842146873474, 139.77821350097656, , , 
2020-07-26T06:20:32.385Z, Sun Jul 26 06:20:32 SGT 2020, 265.20842146873474, 138.86056518554688, , , 
2020-07-26T06:20:33.106Z, Sun Jul 26 06:20:33 SGT 2020, 265.20842146873474, , , 1.25319748, 103.81235144
2020-07-26T06:20:33.346Z, Sun Jul 26 06:20:33 SGT 2020, 265.20842146873474, 138.86351013183594, , , 
